participant_id,condition,response_text,novelty_rating,usefulness_rating,originality_rating,creativity_score,semantic_distance,word_count,response_time_minutes,timestamp,creativity_boost,trust_boost
1124,Early-AI-Unlabeled,Start a plastic recycling awareness campaign || Implement fines for improper plastic disposal || Set up smart recycling stations with digital reward systems || Develop eco-friendly packaging alternatives || Create a plastic waste art installation that generates electricity,6,6,6,6.0,0.829,38,5.7,2024-03-01 19:09:00,1.2,1.0
1125,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Implement fines for improper plastic disposal || Set up smart recycling stations with digital reward systems || Launch a plastic-to-cryptocurrency recycling program,6,6,4,5.333333333333333,0.611,30,4.8,2024-03-02 15:06:00,0.649,1.0
1126,Early-AI-Unlabeled,Ban single-use plastic bags in stores || Implement deposit-return systems for plastic items || Develop eco-friendly packaging alternatives || Design self-dissolving plastic alternatives,7,7,5,6.333333333333333,0.813,23,5.4,2024-03-01 20:37:00,1.2,1.0
1127,Early-AI-Unlabeled,Install more recycling bins in public places || Ban single-use plastic bags in stores || Implement deposit-return systems for plastic items || Convert agricultural waste into packaging materials || Create a plastic waste art installation that generates electricity,6,7,4,5.666666666666667,0.676,38,7.6,2024-03-01 17:20:00,0.948,1.0
1128,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Start a plastic recycling awareness campaign || Convert agricultural waste into packaging materials || Implement deposit-return systems for plastic items || Design self-dissolving plastic alternatives,6,6,5,5.666666666666667,0.564,33,4.8,2024-03-01 17:16:00,0.649,1.0
1129,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Install more recycling bins in public places || Set up smart recycling stations with digital reward systems,5,7,3,5.0,0.684,25,4.9,2024-03-01 15:36:00,0.396,1.0
1130,Early-AI-Unlabeled,Start a plastic recycling awareness campaign || Create a network of water refill stations across the city || Create a plastic waste art installation that generates electricity,5,6,4,5.0,0.774,27,6.0,2024-03-01 14:01:00,0.396,1.0
1131,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Implement fines for improper plastic disposal || Set up smart recycling stations with digital reward systems || Develop eco-friendly packaging alternatives || Create a plastic waste art installation that generates electricity,6,7,5,6.0,0.468,39,7.4,2024-03-02 08:19:00,0.649,1.0
1132,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Convert agricultural waste into packaging materials || Create a gamified recycling app with AR features,7,7,5,6.333333333333333,0.802,23,7.0,2024-03-02 13:44:00,0.948,1.0
1133,Early-AI-Unlabeled,Start a plastic recycling awareness campaign || Install more recycling bins in public places || Create a network of water refill stations across the city || Implement deposit-return systems for plastic items || Create a plastic waste art installation that generates electricity,6,7,4,5.666666666666667,0.726,42,5.6,2024-03-01 19:55:00,0.948,1.0
1134,Early-AI-Unlabeled,Implement fines for improper plastic disposal || Set up smart recycling stations with digital reward systems || Create a network of water refill stations across the city || Design self-dissolving plastic alternatives,7,7,5,6.333333333333333,0.772,32,5.4,2024-03-02 16:20:00,1.2,1.0
1135,Early-AI-Unlabeled,Ban single-use plastic bags in stores || Start a plastic recycling awareness campaign || Set up smart recycling stations with digital reward systems || Develop eco-friendly packaging alternatives || Launch a plastic-to-cryptocurrency recycling program,7,6,4,5.666666666666667,0.721,34,5.9,2024-03-01 18:34:00,1.2,1.0
1136,Early-AI-Unlabeled,Ban single-use plastic bags in stores || Create a network of water refill stations across the city || Implement deposit-return systems for plastic items || Design self-dissolving plastic alternatives || Launch a plastic-to-cryptocurrency recycling program,6,7,4,5.666666666666667,0.623,35,6.9,2024-03-01 16:31:00,1.2,1.0
1137,Early-AI-Unlabeled,Implement fines for improper plastic disposal || Start a plastic recycling awareness campaign || Set up smart recycling stations with digital reward systems || Create a gamified recycling app with AR features || Develop a blockchain-based plastic tracking system,6,7,5,6.0,0.821,39,6.4,2024-03-01 15:09:00,1.2,1.0
1138,Early-AI-Unlabeled,Install more recycling bins in public places || Encourage people to use reusable water bottles || Implement deposit-return systems for plastic items || Create a network of water refill stations across the city || Launch a plastic-to-cryptocurrency recycling program,7,6,5,6.0,0.709,39,7.0,2024-03-02 21:17:00,1.2,1.0
1139,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Implement deposit-return systems for plastic items || Create a gamified recycling app with AR features || Create a plastic waste art installation that generates electricity,7,7,4,6.0,0.779,33,5.4,2024-03-02 05:18:00,1.2,1.0
1140,Early-AI-Unlabeled,Implement fines for improper plastic disposal || Implement deposit-return systems for plastic items || Create a gamified recycling app with AR features,6,6,3,5.0,0.721,22,6.1,2024-03-01 21:28:00,0.948,1.0
1141,Early-AI-Unlabeled,Implement fines for improper plastic disposal || Start a plastic recycling awareness campaign || Convert agricultural waste into packaging materials || Create a plastic waste art installation that generates electricity,7,6,5,6.0,0.769,30,6.1,2024-03-02 19:08:00,1.2,1.0
1142,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Convert agricultural waste into packaging materials || Create a gamified recycling app with AR features,6,6,4,5.333333333333333,0.752,23,6.0,2024-03-01 20:26:00,0.649,1.0
1143,Early-AI-Unlabeled,Ban single-use plastic bags in stores || Install more recycling bins in public places || Set up smart recycling stations with digital reward systems || Develop eco-friendly packaging alternatives || Create a plastic waste art installation that generates electricity,6,6,4,5.333333333333333,0.722,39,6.3,2024-03-02 12:29:00,1.2,1.0
1144,Early-AI-Unlabeled,Implement fines for improper plastic disposal || Ban single-use plastic bags in stores || Implement deposit-return systems for plastic items || Develop a blockchain-based plastic tracking system,7,6,6,6.333333333333333,0.748,27,5.8,2024-03-02 11:19:00,1.2,1.0
1145,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Set up smart recycling stations with digital reward systems || Create a gamified recycling app with AR features,5,6,5,5.333333333333333,0.634,26,9.4,2024-03-02 07:45:00,0.649,1.0
1146,Early-AI-Unlabeled,Install more recycling bins in public places || Ban single-use plastic bags in stores || Develop eco-friendly packaging alternatives || Design self-dissolving plastic alternatives || Develop a blockchain-based plastic tracking system,7,6,6,6.333333333333333,0.701,31,6.3,2024-03-02 20:46:00,1.2,1.0
1147,Early-AI-Unlabeled,Ban single-use plastic bags in stores || Develop eco-friendly packaging alternatives || Design self-dissolving plastic alternatives,7,6,5,6.0,0.59,16,6.0,2024-03-01 10:09:00,1.2,1.0
1148,Early-AI-Unlabeled,Install more recycling bins in public places || Ban single-use plastic bags in stores || Create a network of water refill stations across the city || Set up smart recycling stations with digital reward systems || Create a gamified recycling app with AR features,5,6,4,5.0,0.627,44,7.0,2024-03-02 04:29:00,0.396,1.0
1149,Late-AI-Labeled,Install more recycling bins in public places || Launch a plastic-to-cryptocurrency recycling program,5,5,3,4.333333333333333,0.911,13,7.7,2024-03-02 05:35:00,1.2,1.0
1150,Late-AI-Labeled,Install more recycling bins in public places || Start a plastic recycling awareness campaign,6,5,4,5.0,0.753,14,6.4,2024-03-01 13:22:00,0.649,1.0
1151,Late-AI-Labeled,Install more recycling bins in public places,5,4,4,4.333333333333333,0.802,7,6.1,2024-03-01 11:21:00,0.2,1.0
1152,Late-AI-Labeled,Ban single-use plastic bags in stores || Install more recycling bins in public places || Launch a plastic-to-cryptocurrency recycling program,5,5,4,4.666666666666667,0.763,20,5.3,2024-03-01 23:41:00,1.2,1.0
1153,Late-AI-Labeled,Ban single-use plastic bags in stores || Start a plastic recycling awareness campaign || Create a plastic waste art installation that generates electricity || Design self-dissolving plastic alternatives,5,5,6,5.333333333333333,0.844,28,6.6,2024-03-01 22:48:00,1.2,1.0
1154,Late-AI-Labeled,Start a plastic recycling awareness campaign || Create a plastic waste art installation that generates electricity || Launch a plastic-to-cryptocurrency recycling program,5,3,4,4.0,0.844,22,6.6,2024-03-02 20:42:00,1.2,1.0
1155,Late-AI-Labeled,Install more recycling bins in public places || Ban single-use plastic bags in stores || Design self-dissolving plastic alternatives,6,5,6,5.666666666666667,0.662,19,7.5,2024-03-01 22:49:00,1.2,1.0
1156,Late-AI-Labeled,Start a plastic recycling awareness campaign || Develop a blockchain-based plastic tracking system,5,4,5,4.666666666666667,0.806,13,4.4,2024-03-02 01:20:00,0.948,1.0
1157,Late-AI-Labeled,Implement fines for improper plastic disposal || Start a plastic recycling awareness campaign || Create a gamified recycling app with AR features,5,5,4,4.666666666666667,0.744,22,9.3,2024-03-02 14:44:00,0.948,1.0
1158,Late-AI-Labeled,Encourage people to use reusable water bottles || Ban single-use plastic bags in stores || Design self-dissolving plastic alternatives,5,5,5,5.0,0.763,19,5.7,2024-03-01 11:07:00,1.2,1.0
1159,Late-AI-Labeled,Encourage people to use reusable water bottles || Implement fines for improper plastic disposal || Design self-dissolving plastic alternatives,4,5,5,4.666666666666667,0.792,19,5.9,2024-03-02 12:24:00,0.2,1.0
1160,Late-AI-Labeled,Encourage people to use reusable water bottles || Launch a plastic-to-cryptocurrency recycling program,5,5,7,5.666666666666667,0.825,13,5.8,2024-03-02 07:51:00,0.948,1.0
1161,Late-AI-Labeled,Implement fines for improper plastic disposal || Create a plastic waste art installation that generates electricity,5,5,4,4.666666666666667,0.895,16,7.7,2024-03-02 01:54:00,0.649,1.0
1162,Late-AI-Labeled,Implement fines for improper plastic disposal || Design self-dissolving plastic alternatives || Develop a blockchain-based plastic tracking system,6,4,6,5.333333333333333,0.89,18,5.0,2024-03-02 00:31:00,1.2,1.0
1163,Late-AI-Labeled,Start a plastic recycling awareness campaign || Encourage people to use reusable water bottles || Create a plastic waste art installation that generates electricity,5,6,5,5.333333333333333,0.905,24,7.3,2024-03-01 19:51:00,0.396,1.0
1164,Late-AI-Labeled,Start a plastic recycling awareness campaign || Ban single-use plastic bags in stores || Develop a blockchain-based plastic tracking system || Create a plastic waste art installation that generates electricity,5,6,4,5.0,0.938,30,5.9,2024-03-02 18:59:00,1.2,1.0
1165,Late-AI-Labeled,Install more recycling bins in public places || Ban single-use plastic bags in stores || Create a gamified recycling app with AR features || Launch a plastic-to-cryptocurrency recycling program,5,4,5,4.666666666666667,0.772,29,6.2,2024-03-02 19:35:00,1.2,1.0
1166,Late-AI-Labeled,Install more recycling bins in public places || Start a plastic recycling awareness campaign,4,5,4,4.333333333333333,0.855,14,5.4,2024-03-01 13:08:00,0.649,1.0
1167,Late-AI-Labeled,Ban single-use plastic bags in stores || Implement fines for improper plastic disposal || Design self-dissolving plastic alternatives,5,5,4,4.666666666666667,0.779,18,7.1,2024-03-03 00:17:00,0.948,1.0
1168,Late-AI-Labeled,Ban single-use plastic bags in stores || Develop a blockchain-based plastic tracking system,5,5,4,4.666666666666667,1.0,13,7.3,2024-03-02 12:06:00,0.649,1.0
1169,Late-AI-Labeled,Encourage people to use reusable water bottles || Create a plastic waste art installation that generates electricity,5,5,4,4.666666666666667,0.884,17,4.9,2024-03-01 22:29:00,1.2,1.0
1170,Late-AI-Labeled,Implement fines for improper plastic disposal || Ban single-use plastic bags in stores || Create a plastic waste art installation that generates electricity,5,5,5,5.0,0.868,23,7.1,2024-03-02 01:10:00,1.2,1.0
1171,Late-AI-Labeled,Install more recycling bins in public places || Start a plastic recycling awareness campaign || Launch a plastic-to-cryptocurrency recycling program || Develop a blockchain-based plastic tracking system,5,4,5,4.666666666666667,0.949,27,4.1,2024-03-01 10:15:00,1.2,1.0
1172,Late-AI-Labeled,Install more recycling bins in public places || Encourage people to use reusable water bottles || Design self-dissolving plastic alternatives,4,5,4,4.333333333333333,1.0,20,7.8,2024-03-02 04:19:00,0.948,1.0
1173,Late-AI-Labeled,Encourage people to use reusable water bottles || Develop a blockchain-based plastic tracking system,6,5,5,5.333333333333333,0.832,14,5.8,2024-03-01 12:22:00,0.948,1.0
1174,Late-AI-Labeled,Install more recycling bins in public places || Design self-dissolving plastic alternatives,5,5,5,5.0,0.861,12,6.1,2024-03-02 21:34:00,0.948,1.0
1175,Late-AI-Labeled,Implement fines for improper plastic disposal || Create a gamified recycling app with AR features,5,6,3,4.666666666666667,0.802,15,7.5,2024-03-02 23:57:00,0.948,1.0
1176,Late-AI-Labeled,Ban single-use plastic bags in stores || Create a gamified recycling app with AR features,6,5,4,5.0,0.874,15,7.4,2024-03-03 00:26:00,1.2,1.0
1177,Late-AI-Labeled,Encourage people to use reusable water bottles || Start a plastic recycling awareness campaign || Create a plastic waste art installation that generates electricity,5,5,4,4.666666666666667,0.9,24,7.3,2024-03-01 21:32:00,0.948,1.0
1178,Late-AI-Labeled,Encourage people to use reusable water bottles || Start a plastic recycling awareness campaign || Create a plastic waste art installation that generates electricity,5,5,5,5.0,0.928,24,3.2,2024-03-02 13:15:00,0.948,1.0
1179,Late-AI-Labeled,Implement fines for improper plastic disposal || Create a plastic waste art installation that generates electricity,4,5,4,4.333333333333333,0.804,16,7.3,2024-03-01 13:43:00,0.948,1.0
1180,Late-AI-Labeled,Ban single-use plastic bags in stores || Encourage people to use reusable water bottles || Design self-dissolving plastic alternatives,5,5,5,5.0,0.929,19,5.9,2024-03-01 10:07:00,0.948,1.0
1181,Late-AI-Labeled,Start a plastic recycling awareness campaign || Create a gamified recycling app with AR features,5,5,4,4.666666666666667,0.972,15,5.8,2024-03-02 17:00:00,1.2,1.0
1182,Late-AI-Labeled,Encourage people to use reusable water bottles || Start a plastic recycling awareness campaign || Develop a blockchain-based plastic tracking system,4,5,5,4.666666666666667,0.778,21,8.4,2024-03-02 20:06:00,1.2,1.0
1183,Late-AI-Labeled,Install more recycling bins in public places || Start a plastic recycling awareness campaign || Create a plastic waste art installation that generates electricity || Develop a blockchain-based plastic tracking system,5,6,4,5.0,0.859,31,6.0,2024-03-02 21:47:00,1.2,1.0
1184,Late-AI-Labeled,Implement fines for improper plastic disposal || Encourage people to use reusable water bottles || Launch a plastic-to-cryptocurrency recycling program,5,5,3,4.333333333333333,0.88,20,5.8,2024-03-02 14:39:00,0.649,1.0
1185,Late-AI-Labeled,Implement fines for improper plastic disposal,6,5,6,5.666666666666667,0.857,6,7.0,2024-03-02 07:21:00,0.649,1.0
1186,Late-AI-Labeled,Install more recycling bins in public places || Create a plastic waste art installation that generates electricity,7,5,5,5.666666666666667,0.898,17,5.8,2024-03-02 15:44:00,0.649,1.0
1187,Late-AI-Labeled,Start a plastic recycling awareness campaign || Develop a blockchain-based plastic tracking system || Create a plastic waste art installation that generates electricity,5,5,5,5.0,0.909,23,4.8,2024-03-01 18:33:00,1.2,1.0
1188,Late-AI-Labeled,Encourage people to use reusable water bottles || Implement fines for improper plastic disposal,6,5,3,4.666666666666667,0.892,14,6.3,2024-03-02 11:18:00,0.649,1.0
1189,Late-AI-Labeled,Install more recycling bins in public places || Develop a blockchain-based plastic tracking system || Create a gamified recycling app with AR features,5,6,4,5.0,0.728,23,4.5,2024-03-01 19:28:00,1.2,1.0
1190,Late-AI-Labeled,Install more recycling bins in public places || Encourage people to use reusable water bottles || Design self-dissolving plastic alternatives,5,5,4,4.666666666666667,0.92,20,9.1,2024-03-02 18:52:00,1.2,1.0
1191,Late-AI-Labeled,Start a plastic recycling awareness campaign || Ban single-use plastic bags in stores || Develop a blockchain-based plastic tracking system,4,5,6,5.0,0.811,20,4.9,2024-03-02 05:07:00,0.649,1.0
1192,Late-AI-Labeled,Install more recycling bins in public places || Encourage people to use reusable water bottles || Launch a plastic-to-cryptocurrency recycling program,5,5,4,4.666666666666667,0.862,21,8.8,2024-03-01 14:20:00,0.948,1.0
1193,Late-AI-Labeled,Ban single-use plastic bags in stores || Create a gamified recycling app with AR features || Develop a blockchain-based plastic tracking system,6,5,5,5.333333333333333,0.782,22,6.8,2024-03-02 20:51:00,1.2,1.0
1194,Late-AI-Labeled,Install more recycling bins in public places || Create a gamified recycling app with AR features,5,4,5,4.666666666666667,0.838,16,6.8,2024-03-02 05:43:00,0.948,1.0
1195,Late-AI-Labeled,Start a plastic recycling awareness campaign || Develop a blockchain-based plastic tracking system || Create a gamified recycling app with AR features,6,4,5,5.0,0.863,22,8.1,2024-03-01 11:23:00,1.2,1.0
1196,Late-AI-Labeled,Ban single-use plastic bags in stores || Create a plastic waste art installation that generates electricity || Create a gamified recycling app with AR features,5,4,5,4.666666666666667,0.828,25,6.0,2024-03-02 02:16:00,1.2,1.0
1197,Late-AI-Labeled,Start a plastic recycling awareness campaign,5,5,4,4.666666666666667,0.856,6,6.0,2024-03-02 21:03:00,0.396,1.0
1198,Late-AI-Unlabeled,Install more recycling bins in public places || Encourage people to use reusable water bottles || Design self-dissolving plastic alternatives,5,5,5,5.0,0.777,20,6.2,2024-03-01 20:08:00,0.649,0.948
1199,Late-AI-Unlabeled,Install more recycling bins in public places || Design self-dissolving plastic alternatives,5,5,5,5.0,0.742,12,5.9,2024-03-02 23:35:00,0.948,1.0
1200,Late-AI-Unlabeled,Install more recycling bins in public places,4,4,4,4.0,0.84,7,6.8,2024-03-01 10:33:00,0.2,1.0
1201,Late-AI-Unlabeled,Start a plastic recycling awareness campaign || Launch a plastic-to-cryptocurrency recycling program,6,5,4,5.0,0.792,12,5.5,2024-03-02 20:30:00,0.948,1.0
1202,Late-AI-Unlabeled,Ban single-use plastic bags in stores,6,5,5,5.333333333333333,0.905,6,5.4,2024-03-02 06:55:00,0.649,1.0
1203,Late-AI-Unlabeled,Ban single-use plastic bags in stores || Install more recycling bins in public places || Develop a blockchain-based plastic tracking system || Create a gamified recycling app with AR features,5,5,6,5.333333333333333,0.928,30,7.4,2024-03-02 13:27:00,1.2,1.0
1204,Late-AI-Unlabeled,Ban single-use plastic bags in stores || Create a plastic waste art installation that generates electricity || Design self-dissolving plastic alternatives,5,4,6,5.0,0.845,21,4.9,2024-03-01 17:21:00,1.2,1.0
1205,Late-AI-Unlabeled,Install more recycling bins in public places || Develop a blockchain-based plastic tracking system,5,5,5,5.0,0.955,14,4.8,2024-03-02 12:34:00,1.2,1.0
1206,Late-AI-Unlabeled,Start a plastic recycling awareness campaign || Install more recycling bins in public places || Design self-dissolving plastic alternatives || Create a plastic waste art installation that generates electricity,5,5,5,5.0,0.837,29,5.6,2024-03-02 17:29:00,1.2,1.0
1207,Late-AI-Unlabeled,Ban single-use plastic bags in stores || Encourage people to use reusable water bottles || Create a plastic waste art installation that generates electricity,5,5,4,4.666666666666667,0.818,24,6.2,2024-03-02 02:55:00,0.948,1.0
1208,Late-AI-Unlabeled,Ban single-use plastic bags in stores || Install more recycling bins in public places || Launch a plastic-to-cryptocurrency recycling program,4,4,4,4.0,0.88,20,7.0,2024-03-02 08:51:00,0.649,1.0
1209,Late-AI-Unlabeled,Implement fines for improper plastic disposal || Develop a blockchain-based plastic tracking system || Create a plastic waste art installation that generates electricity,5,4,5,4.666666666666667,0.909,23,5.9,2024-03-01 19:03:00,1.2,0.595
1210,Late-AI-Unlabeled,Encourage people to use reusable water bottles || Start a plastic recycling awareness campaign,4,5,5,4.666666666666667,0.807,14,7.7,2024-03-01 16:36:00,0.649,1.0
1211,Late-AI-Unlabeled,Implement fines for improper plastic disposal || Create a plastic waste art installation that generates electricity,4,5,5,4.666666666666667,0.857,16,4.9,2024-03-01 17:11:00,0.948,1.0
1212,Late-AI-Unlabeled,Implement fines for improper plastic disposal || Start a plastic recycling awareness campaign || Launch a plastic-to-cryptocurrency recycling program,6,5,5,5.333333333333333,0.907,19,6.7,2024-03-01 19:52:00,0.649,1.0
1213,Late-AI-Unlabeled,Install more recycling bins in public places || Implement fines for improper plastic disposal || Launch a plastic-to-cryptocurrency recycling program,6,4,5,5.0,0.843,20,5.9,2024-03-02 12:16:00,0.948,1.0
1214,Late-AI-Unlabeled,Start a plastic recycling awareness campaign || Encourage people to use reusable water bottles || Develop a blockchain-based plastic tracking system,5,5,5,5.0,0.774,21,7.2,2024-03-01 20:08:00,1.2,1.0
1215,Late-AI-Unlabeled,Encourage people to use reusable water bottles || Implement fines for improper plastic disposal || Develop a blockchain-based plastic tracking system,6,4,5,5.0,0.8,21,5.1,2024-03-01 21:44:00,0.948,0.822
1216,Late-AI-Unlabeled,Encourage people to use reusable water bottles || Develop a blockchain-based plastic tracking system,5,5,5,5.0,0.993,14,6.8,2024-03-01 13:55:00,1.2,1.0
1217,Late-AI-Unlabeled,Encourage people to use reusable water bottles || Develop a blockchain-based plastic tracking system,5,6,5,5.333333333333333,0.729,14,6.2,2024-03-01 21:07:00,1.2,1.0
1218,Late-AI-Unlabeled,Install more recycling bins in public places || Ban single-use plastic bags in stores || Create a plastic waste art installation that generates electricity || Create a gamified recycling app with AR features,5,4,5,4.666666666666667,0.79,33,6.4,2024-03-01 19:44:00,1.2,1.0
1219,Late-AI-Unlabeled,Ban single-use plastic bags in stores || Implement fines for improper plastic disposal || Develop a blockchain-based plastic tracking system,5,5,4,4.666666666666667,0.823,20,7.5,2024-03-02 23:09:00,0.948,1.0
1220,Late-AI-Unlabeled,Ban single-use plastic bags in stores || Create a gamified recycling app with AR features,6,5,5,5.333333333333333,0.896,15,7.6,2024-03-01 17:25:00,1.2,1.0
1221,Late-AI-Unlabeled,Ban single-use plastic bags in stores || Start a plastic recycling awareness campaign || Develop a blockchain-based plastic tracking system,4,5,3,4.0,0.778,20,6.1,2024-03-01 19:40:00,0.396,1.0
1222,Late-AI-Unlabeled,Ban single-use plastic bags in stores || Install more recycling bins in public places || Create a plastic waste art installation that generates electricity,6,5,4,5.0,0.782,24,4.8,2024-03-02 13:00:00,0.649,1.0
1223,Late-AI-Unlabeled,Start a plastic recycling awareness campaign || Develop a blockchain-based plastic tracking system,5,4,4,4.333333333333333,0.772,13,5.0,2024-03-02 18:57:00,0.649,1.0
1224,Late-AI-Unlabeled,Encourage people to use reusable water bottles,5,5,3,4.333333333333333,0.854,7,6.3,2024-03-01 11:01:00,0.396,1.0
1225,Late-AI-Unlabeled,Encourage people to use reusable water bottles || Create a gamified recycling app with AR features || Develop a blockchain-based plastic tracking system,5,5,7,5.666666666666667,0.876,23,4.0,2024-03-01 20:20:00,1.2,1.0
1226,Late-AI-Unlabeled,Start a plastic recycling awareness campaign || Ban single-use plastic bags in stores || Launch a plastic-to-cryptocurrency recycling program,5,4,5,4.666666666666667,0.928,19,5.9,2024-03-02 14:03:00,1.2,1.0
1227,Late-AI-Unlabeled,Encourage people to use reusable water bottles || Design self-dissolving plastic alternatives,5,5,5,5.0,0.865,12,6.3,2024-03-02 06:04:00,0.396,1.0
1228,Late-AI-Unlabeled,Install more recycling bins in public places || Implement fines for improper plastic disposal || Create a plastic waste art installation that generates electricity,6,6,4,5.333333333333333,0.788,24,6.0,2024-03-02 22:40:00,0.396,1.0
1229,Late-AI-Unlabeled,Start a plastic recycling awareness campaign || Ban single-use plastic bags in stores || Design self-dissolving plastic alternatives,5,4,5,4.666666666666667,0.989,18,6.2,2024-03-02 23:21:00,0.948,1.0
1230,Late-AI-Unlabeled,Ban single-use plastic bags in stores || Install more recycling bins in public places || Develop a blockchain-based plastic tracking system,4,5,5,4.666666666666667,0.861,21,5.3,2024-03-01 11:33:00,0.948,1.0
1231,Late-AI-Unlabeled,Encourage people to use reusable water bottles || Implement fines for improper plastic disposal || Design self-dissolving plastic alternatives,5,4,5,4.666666666666667,0.857,19,6.3,2024-03-02 21:12:00,1.2,1.0
1232,Late-AI-Unlabeled,Start a plastic recycling awareness campaign || Ban single-use plastic bags in stores || Develop a blockchain-based plastic tracking system,6,5,6,5.666666666666667,0.87,20,5.6,2024-03-01 15:58:00,1.2,1.0
1233,Late-AI-Unlabeled,Install more recycling bins in public places || Develop a blockchain-based plastic tracking system || Launch a plastic-to-cryptocurrency recycling program,5,5,5,5.0,0.759,20,8.4,2024-03-02 13:14:00,1.2,1.0
1234,Late-AI-Unlabeled,Install more recycling bins in public places || Encourage people to use reusable water bottles || Develop a blockchain-based plastic tracking system,5,5,5,5.0,0.804,22,5.5,2024-03-02 10:39:00,1.2,1.0
1235,Late-AI-Unlabeled,Ban single-use plastic bags in stores || Develop a blockchain-based plastic tracking system,5,4,4,4.333333333333333,0.891,13,5.9,2024-03-01 11:23:00,0.948,1.0
1236,Late-AI-Unlabeled,Implement fines for improper plastic disposal || Create a gamified recycling app with AR features,4,5,6,5.0,0.835,15,6.3,2024-03-01 09:25:00,1.2,1.0
1237,Late-AI-Unlabeled,Ban single-use plastic bags in stores || Implement fines for improper plastic disposal || Create a gamified recycling app with AR features || Create a plastic waste art installation that generates electricity,4,5,4,4.333333333333333,0.859,32,5.1,2024-03-02 22:29:00,1.2,1.0
1238,Late-AI-Unlabeled,Encourage people to use reusable water bottles || Implement fines for improper plastic disposal,4,5,4,4.333333333333333,0.778,14,5.8,2024-03-03 00:44:00,0.2,1.0
1239,Late-AI-Unlabeled,Implement fines for improper plastic disposal || Create a plastic waste art installation that generates electricity,5,5,5,5.0,0.804,16,7.1,2024-03-02 17:46:00,1.2,1.0
1240,Late-AI-Unlabeled,Implement fines for improper plastic disposal,5,5,5,5.0,0.718,6,3.8,2024-03-02 22:09:00,0.396,1.0
1241,Late-AI-Unlabeled,Start a plastic recycling awareness campaign || Implement fines for improper plastic disposal || Create a gamified recycling app with AR features,4,5,5,4.666666666666667,0.869,22,4.8,2024-03-02 01:48:00,0.948,1.0
1242,Late-AI-Unlabeled,Implement fines for improper plastic disposal || Launch a plastic-to-cryptocurrency recycling program || Create a plastic waste art installation that generates electricity,4,5,5,4.666666666666667,0.685,22,4.7,2024-03-01 16:35:00,1.2,1.0
1243,Late-AI-Unlabeled,Implement fines for improper plastic disposal || Design self-dissolving plastic alternatives,4,5,4,4.333333333333333,0.843,11,6.6,2024-03-02 17:35:00,0.649,1.0
1244,Late-AI-Unlabeled,Start a plastic recycling awareness campaign || Launch a plastic-to-cryptocurrency recycling program || Develop a blockchain-based plastic tracking system,5,4,5,4.666666666666667,0.96,19,6.7,2024-03-02 00:52:00,1.2,1.0
1245,Late-AI-Unlabeled,Install more recycling bins in public places || Design self-dissolving plastic alternatives,4,5,5,4.666666666666667,0.773,12,3.7,2024-03-02 08:04:00,0.2,1.0
1246,Late-AI-Unlabeled,Implement fines for improper plastic disposal,5,5,4,4.666666666666667,0.905,6,6.8,2024-03-02 10:29:00,0.396,1.0
